SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1309 Prat Ct,Raleigh,NC,27606,425000,4,3.0,Driftwood Estates,2432,14810,1972,1,175,,Active,August-22-2021 12:00 PM,August-22-2021 03:00 PM,http://www.redfin.com/NC/Raleigh/1309-Prat-Ct-27606/home/41084473,TMLS,2402806,N,Y,35.7797959,-78.7092964
MLS Listing,,Single Family Residential,506 Samara St,Apex,NC,27502,425000,4,2.5,Surrey Meadows,1916,14810,1994,4,222,19,Active,,,http://www.redfin.com/NC/Apex/506-Samara-St-27502/home/41344925,TMLS,2402032,N,Y,35.7317113,-78.8314292
MLS Listing,,Single Family Residential,1117 S State St,Raleigh,NC,27601,489900,4,2.0,State Street Village,1499,12196,2010,4,327,,Active,,,http://www.redfin.com/NC/Raleigh/1117-S-State-St-27601/home/41087182,TMLS,2401945,N,Y,35.7670177,-78.6244686
MLS Listing,,Single Family Residential,100 Chapel Lawn Ave,Chapel Hill,NC,27516,499000,4,2.5,Briar Chapel,2643,5662,2019,8,189,135,Active,,,http://www.redfin.com/NC/Chapel-Hill/100-Chapel-Lawn-Ave-27516/home/168658490,TMLS,2401260,N,Y,35.8228489,-79.123708
MLS Listing,,Single Family Residential,234 Pecan Rd,Raleigh,NC,27603,289000,4,3.0,Parkland,1534,11325,1950,30,188,,Active,,,http://www.redfin.com/NC/Raleigh/234-Pecan-Rd-27603/unit-A/home/41085031,TMLS,2397030,N,Y,35.7487864,-78.6465005
MLS Listing,,Single Family Residential,532 Everett Ln,Chapel Hill,NC,27516,165000,2,1.0,White Cross,650,55756,1970,112,254,,Active,,,http://www.redfin.com/NC/Chapel-Hill/532-Everett-Ln-27516/home/44388876,TMLS,2380916,N,Y,35.9236,-79.187471
MLS Listing,,Single Family Residential,529 Tucks Ct,Sanford,NC,27330,309000,3,2.0,Nottingham,1696,13068,2007,1,182,6,Active,,,http://www.redfin.com/NC/Sanford/529-Tucks-Ct-27330/home/132466216,TMLS,2402819,N,Y,35.4973918,-79.1871467
MLS Listing,,Single Family Residential,1500 Tarbert Dr,Cary,NC,27511,340000,3,2.0,Woodwinds,1419,16988,1976,1,240,,Active,,,http://www.redfin.com/NC/Cary/1500-Tarbert-Dr-27511/home/41129452,TMLS,2402960,N,Y,35.759601,-78.8153237
MLS Listing,,Single Family Residential,227 Barclay Rd,Durham,NC,27712,320000,3,2.0,Brentwood Estates,1566,20473,1976,1,204,,Pre On-Market,,,http://www.redfin.com/NC/Durham/227-Barclay-Rd-27712/home/43581597,TMLS,2402958,N,Y,36.0988124,-78.9028101
MLS Listing,,Single Family Residential,4637 Forestville Rd,Raleigh,NC,27616,850000,2,2.0,Wake,1600,141570,1963,1,531,,Active,,,http://www.redfin.com/NC/Raleigh/4637-Forestville-Rd-27616/home/41101807,TMLS,2402957,N,Y,35.8548765,-78.5113519
MLS Listing,,Condo/Co-op,250 S Estes Dr #12,Chapel Hill,NC,27514,199000,2,2.5,Brookwood,1386,,1974,1,144,240,Pre On-Market,,,http://www.redfin.com/NC/Chapel-Hill/250-S-Estes-Dr-27514/unit-12/home/44419150,TMLS,2402956,N,Y,35.9263451,-79.0282907
MLS Listing,,Single Family Residential,3915 Landover Ln,Raleigh,NC,27616,346000,4,2.5,Landover,2036,7405,2004,1,170,32,Active,August-21-2021 02:00 PM,August-21-2021 04:00 PM,http://www.redfin.com/NC/Raleigh/3915-Landover-Ln-27616/home/41358943,TMLS,2402955,N,Y,35.8558876,-78.5248882
MLS Listing,,Single Family Residential,224 Mill Pond Rd,Sanford,NC,27330,400000,3,2.5,Winding Creek Farm,2522,29185,1987,1,159,23,Active,,,http://www.redfin.com/NC/Sanford/224-Mill-Pond-Rd-27330/home/132353548,TMLS,2402954,N,Y,35.4836355,-79.2570302
MLS Listing,,Townhouse,641 Collington Dr,Mebane,NC,27302,250000,3,3.5,Collington Farms,1734,7405,2013,1,144,24,Active,,,http://www.redfin.com/NC/Mebane/641-Collington-Dr-27302/home/44425537,TMLS,2402953,N,Y,36.0686124,-79.2595298
MLS Listing,,Single Family Residential,1112 Parchemin Trl,Chapel Hill,NC,27516,965700,4,4.5,Mcalister Field,4500,266151,2005,1,215,121,Pre On-Market,,,http://www.redfin.com/NC/Chapel-Hill/1112-Parchemin-Trl-27516/home/44410758,TMLS,2402952,N,Y,35.8738954,-79.1128884
MLS Listing,,Single Family Residential,40 Ross Farm Ln,Clayton,NC,27527,429900,4,2.5,Johnston,3520,10890,2019,1,122,75,Active,,,http://www.redfin.com/NC/Clayton/40-Ross-Farm-Ln-27527/home/168171423,TMLS,2402951,N,Y,35.6682641,-78.3472864
MLS Listing,,Vacant Land,131 Huron Dr,Louisburg,NC,27549,12500,,,Lake Royale,,20473,,1,,986,Active,,,http://www.redfin.com/NC/Louisburg/131-Huron-Dr-27549/home/44546952,TMLS,2402949,N,Y,35.9826737,-78.209112
MLS Listing,,Vacant Land,106 Caley Wilson Rd,Apex,NC,27523,230000,,,Chatham,,95179,,1,,,Active,,,http://www.redfin.com/NC/Apex/106-Caley-Wilson-Rd-27523/home/176161724,TMLS,2402945,N,Y,35.7719445,-78.960603
MLS Listing,,Single Family Residential,324 Lynshire Ave,Clayton,NC,27527,300000,3,2.5,Chandlers Ridge,1702,8276,2012,1,176,47,Active,,,http://www.redfin.com/NC/Clayton/324-Lynshire-Ave-27527/home/44527260,TMLS,2402950,N,Y,35.6332421,-78.4076619
MLS Listing,,Townhouse,2515 Village Stone Ct,Raleigh,NC,27614-6504,499900,4,3.5,Club Villas,2682,5227,1999,1,186,204,Active,August-21-2021 11:00 AM,August-21-2021 02:00 PM,http://www.redfin.com/NC/Raleigh/2515-Village-Stone-Ct-27614/home/41240995,TMLS,2402948,N,Y,35.952646,-78.5606449
MLS Listing,,Single Family Residential,205 Tapestry Ter,Cary,NC,27511-2,350000,3,2.5,Cheverly,1845,6534,1991,1,190,15,Active,,,http://www.redfin.com/NC/Cary/205-Tapestry-Ter-27511/home/41181505,TMLS,2402947,N,Y,35.7607836,-78.8032428
MLS Listing,,Single Family Residential,2209 Oak Stream Ln,Apex,NC,27523,365000,3,2.5,Walden Creek,1602,9583,1998,1,228,33,Active,,,http://www.redfin.com/NC/Apex/2209-Oak-Stream-Ln-27523/home/41232519,TMLS,2402946,N,Y,35.7571445,-78.8818524
MLS Listing,,Condo/Co-op,400 W North St #1618,Raleigh,NC,27603,470000,2,2.0,West Condominiums,1214,435,2008,1,387,526,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/400-W-North-St-27603/unit-1618/home/41331167,TMLS,2402944,N,Y,35.7852674,-78.6452816
MLS Listing,,Single Family Residential,10215 Nc 39 Hwy,Middlesex,NC,27577,365000,3,2.5,Johnston,2324,87120,2002,1,157,,Active,,,http://www.redfin.com/NC/Middlesex/10215-NC-39-27557/home/43728094,TMLS,2402943,N,Y,35.7222579,-78.25707
MLS Listing,,Vacant Land,Lot 14 Timber Creek Trl,Graham,NC,27253-8165,25000,,,Pine Creek Plantation,,111949,,1,,,Active,,,http://www.redfin.com/NC/Unknown/Lot-14-Timber-Creek-Trl-27253/home/176161331,TMLS,2402939,N,Y,36.0141,-79.369
MLS Listing,,Single Family Residential,2365 Smith Rd,Smithfield,NC,27577,435000,4,3.5,Johnston,3089,183823,2007,1,141,,Active,,,http://www.redfin.com/NC/Smithfield/2365-Smith-Rd-27577/home/43741439,TMLS,2402942,N,Y,35.5188741,-78.486982
MLS Listing,,Single Family Residential,920 Award St,Fuquay Varina,NC,27526-2465,349900,3,2.0,Wake,1625,10890,2015,1,215,,Pre On-Market,August-28-2021 12:00 PM,August-28-2021 02:00 PM,http://www.redfin.com/NC/Fuquay-Varina/920-Award-St-27526/home/41084069,TMLS,2402937,N,Y,35.5710793,-78.7997023
MLS Listing,,Single Family Residential,704 Nevins Pl,Cary,NC,27519-6395,470000,2,2.0,Carolina Preserve,1896,6534,2008,1,248,236,Active,,,http://www.redfin.com/NC/Cary/704-Nevins-Pl-27519/home/44521795,TMLS,2402936,N,Y,35.8329587,-78.9198591
MLS Listing,,Single Family Residential,304 Gianna Dr,Clayton,NC,27527,545010,4,3.5,Portofino,2902,50529,2021,1,188,125,Active,,,http://www.redfin.com/NC/Clayton/304-Gianna-Dr-27527/home/176141172,TMLS,2402935,N,Y,35.637138,-78.356129
MLS Listing,,Townhouse,3105 Stockdale Dr,Raleigh,NC,27609-7487,480000,3,3.5,Wake,2666,1306,2018,1,180,108,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/3105-Stockdale-Dr-27609/home/145541842,TMLS,2402934,N,Y,35.8282369,-78.6281489
MLS Listing,,Single Family Residential,220 Robert Alston Jr Dr,Pittsboro,NC,27312-4836,225000,3,2.0,Chatham,1300,42688,2013,1,173,,Active,,,http://www.redfin.com/NC/Pittsboro/220-Robert-Alston-Jr-Dr-27312/home/41369345,TMLS,2402933,N,Y,35.7490758,-79.2108142
MLS Listing,,Single Family Residential,2305 Toll Mill Ct,Raleigh,NC,27606,1125000,4,4.0,Wake,3915,30492,2021,1,287,80,Active,,,http://www.redfin.com/NC/Raleigh/2305-Toll-Mill-Ct-27606/home/174380292,TMLS,2402931,N,Y,35.7140357,-78.7303564
MLS Listing,,Single Family Residential,105 Winterlochen Dr,Dunn,NC,28334,309900,4,2.5,Landsdowne,1875,21780,1986,1,165,,Active,,,http://www.redfin.com/NC/Dunn/105-Winterlochen-Dr-28334/home/130149362,TMLS,2402929,N,Y,35.2908385,-78.5982635
MLS Listing,,Townhouse,1130 Metropolitan Dr,Durham,NC,27713,359000,3,3.5,MidTowne at Meridian,2096,2178,2017,1,171,160,Active,,,http://www.redfin.com/NC/Durham/1130-Metropolitan-Dr-27713/home/109009401,TMLS,2402928,N,Y,35.9095302,-78.9063211
MLS Listing,,Single Family Residential,1552 Majors Cup Way Unit HiVa Lot 491,Fuquay Varina,NC,27526,441080,3,2.0,Hidden Valley,1859,10280,2021,1,237,57,Active,,,http://www.redfin.com/NC/Fuquay-Varina/1552-Majors-Cup-WAY-27526/unit-HiVa-Lot-491/home/176161406,TMLS,2402927,N,Y,35.548778,-78.756052
MLS Listing,,Single Family Residential,417 Doggett Dr,Graham,NC,27253,219900,3,1.5,Greenway Park,1384,11325,1959,1,159,,Active,,,http://www.redfin.com/NC/Graham/417-Doggett-Dr-27253/home/114257587,TMLS,2402926,N,Y,36.0711647,-79.3833139
MLS Listing,,Single Family Residential,217 Darter St,Holly Springs,NC,27540,653787,3,3.5,Wake,3302,8537,2021,1,198,151,Active,,,http://www.redfin.com/NC/Holly-Springs/217-Darter-ST-Unknown/home/176161404,TMLS,2402925,N,Y,35.6251624448834,-78.8474521031799
MLS Listing,,Single Family Residential,92 Nuthatch,Pittsboro,NC,27312,645000,4,4.0,Chapel Ridge,2943,18295,2022,1,219,73,Active,,,http://www.redfin.com/NC/Pittsboro/92-Nuthatch-27312/home/41367047,TMLS,2402924,N,Y,35.784487,-79.211232
MLS Listing,,Single Family Residential,18 Bonsell Pl,Durham,NC,27707,249900,4,1.0,Fisher Heights,1176,8712,1979,1,213,,Active,,,http://www.redfin.com/NC/Durham/18-Bonsell-Pl-27707/home/43534690,TMLS,2402923,N,Y,35.9546689,-78.9096182
MLS Listing,,Mobile/Manufactured Home,1067 Morphus Bridge Rd,Wendell,NC,27591,184900,3,1.5,Wake,1491,20037,1974,1,124,,Active,,,http://www.redfin.com/NC/Wendell/1067-Morphus-Bridge-Rd-27591/home/41122057,TMLS,2402922,N,Y,35.7806936,-78.3458421
MLS Listing,,Single Family Residential,1112 W Lenoir St,Raleigh,NC,27603,329900,3,1.0,Boylan Heights,986,2613,1953,1,335,,Active,,,http://www.redfin.com/NC/Raleigh/1112-W-Lenoir-St-27603/home/41072426,TMLS,2402921,N,Y,35.7754662,-78.6530604
MLS Listing,,Single Family Residential,615 S Main St,Wake Forest,NC,27587,240000,2,1.0,Wake,927,18295,1930,1,259,,Pre On-Market,,,http://www.redfin.com/NC/Wake-Forest/615-S-Main-St-27587/home/41123240,TMLS,2402920,N,Y,35.9729768,-78.5148138
MLS Listing,,Single Family Residential,209 Darter St,Holly Springs,NC,27540,671024,4,4.5,Wake,3555,7492,2021,1,189,151,Active,,,http://www.redfin.com/NC/Holly-Springs/209-Alford-St-27540/home/41085315,TMLS,2402919,N,Y,35.6538852,-78.8347109
MLS Listing,,Single Family Residential,8004 Foxwood Dr,Raleigh,NC,27615,349500,3,2.0,Mine Valley,1626,14810,1984,1,215,,Active,,,http://www.redfin.com/NC/Raleigh/8004-Foxwood-Dr-27615/home/41149934,TMLS,2395671,N,Y,35.8890224,-78.6539911
MLS Listing,,Single Family Residential,2030 Mackenna Dr,Graham,NC,27253,297000,4,2.5,The Knolls @ Sv,2086,9583,2014,1,142,10,Active,,,http://www.redfin.com/NC/Graham/2030-Mackenna-Dr-27253/home/108494290,AMLSNC,119571,N,Y,36.036266,-79.4249599
MLS Listing,,Vacant Land,10324 Ten Ten Rd,Raleigh,NC,27603,100000,,,Wake,,53143,,1,,,Active,,,http://www.redfin.com/NC/Raleigh/10324-Ten-Ten-Rd-27603/home/163260184,TMLS,2402915,N,Y,35.6387069,-78.633202
MLS Listing,,Single Family Residential,205 Darter St,Holly Springs,NC,27540,566553,3,3.5,Wake,2590,7492,2021,1,219,151,Active,,,http://www.redfin.com/NC/Holly-Springs/205-Darter-ST-Unknown/home/176161088,TMLS,2402916,N,Y,35.624970585269,-78.8475593915405
MLS Listing,,Townhouse,5049 Amber Clay Ln,Raleigh,NC,27612-3069,310000,3,2.5,Glenwood North Townhomes,1754,1742,2005,1,177,155,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/5049-Amber-Clay-Ln-27612/home/41304543,TMLS,2402914,N,Y,35.8585308,-78.7203295
MLS Listing,,Single Family Residential,55 Rolling Meadow Dr,Clayton,NC,27527,310000,3,2.0,The Meadows at Summerlyn,1520,6534,2009,1,204,46,Active,,,http://www.redfin.com/NC/Clayton/55-Rolling-Meadows-Dr-27527/home/43746830,TMLS,2402913,N,Y,35.6363141,-78.4171693
MLS Listing,,Single Family Residential,7616 Hornaday Trl,Liberty,NC,27298,55000,3,1.0,Alamance,934,130680,1965,1,59,,Active,,,http://www.redfin.com/NC/Liberty/7616-Hornaday-Trl-27298/home/114863692,TMLS,2402911,N,Y,35.8900203,-79.5054281
MLS Listing,,Single Family Residential,1964 Whitehead Dr,Snow Camp,NC,27349,249000,3,2.0,Whitehead Acres,1780,47916,2005,1,140,,Active,August-21-2021 01:00 PM,August-21-2021 04:00 PM,http://www.redfin.com/NC/Snow-Camp/1964-Whitehead-Dr-27349/home/114653945,TMLS,2402910,N,Y,35.871062,-79.3669494
MLS Listing,,Single Family Residential,6300 Sunset Lake Rd,Fuquay Varina,NC,27526,230000,2,2.0,Wake,1166,40946,1983,1,197,,Pre On-Market,,,http://www.redfin.com/NC/Fuquay-Varina/6300-Sunset-Lake-Rd-27526/home/41061196,TMLS,2402909,N,Y,35.6324111,-78.7829195
MLS Listing,,Single Family Residential,126 Fishers Creek Ct,Cary,NC,27513,340000,3,2.5,Fishers Creek,1367,6098,1990,1,249,,Pre On-Market,,,http://www.redfin.com/NC/Cary/126-Fishers-Creek-Ct-27513/home/41180802,TMLS,2402908,N,Y,35.8128734,-78.7976223
MLS Listing,,Single Family Residential,1001 Dickel Dr,Wake Forest,NC,27587,425000,4,2.0,Wake,3236,211004,1999,1,131,,Pre On-Market,,,http://www.redfin.com/NC/Wake-Forest/1001-Dickel-Dr-27587/home/41208696,TMLS,2402906,N,Y,35.984132,-78.5997712
MLS Listing,,Single Family Residential,85410 Dudley,Chapel Hill,NC,27517,690000,4,3.5,Morehead Forest,3381,10715,2002,1,204,288,Active,,,http://www.redfin.com/NC/Chapel-Hill/85410-Dudley-27517/home/41370940,TMLS,2402905,N,Y,35.8369,-79.0407354
MLS Listing,,Single Family Residential,186 Denning Farms Ln,Benson,NC,27504,225000,3,2.0,Johnston,1435,23086,2020,1,157,15,Active,,,http://www.redfin.com/NC/Benson/186-Denning-Rd-27504/home/176160960,TMLS,2402904,N,Y,35.4284052,-78.5676331
MLS Listing,,Single Family Residential,1900 Pinemist Pl,Raleigh,NC,27614,250000,3,2.5,Falls Glen,1450,4791,2002,1,172,16,Active,August-21-2021 02:00 PM,August-21-2021 04:00 PM,http://www.redfin.com/NC/Raleigh/1900-Pinemist-Pl-27614/home/41273664,TMLS,2402903,N,Y,35.9229503,-78.5724396
MLS Listing,,Single Family Residential,84 Fairview St,Clayton,NC,27520,364900,3,2.0,Ashcroft,1952,10018,2018,1,187,70,Pre On-Market,,,http://www.redfin.com/NC/Clayton/84-Fairview-St-27520/home/147070831,TMLS,2402902,N,Y,35.661192,-78.4400025
MLS Listing,,Townhouse,139 Renwick Ct,Raleigh,NC,27615-2946,275000,2,2.0,Chadwick Townhomes,1269,2613,1985,1,217,214,Active,,,http://www.redfin.com/NC/Raleigh/139-Renwick-Ct-27615/home/41168861,TMLS,2402901,N,Y,35.8890134,-78.6499542
MLS Listing,,Single Family Residential,207 N Nash St,Hillsborough,NC,27278,532000,3,2.5,Orange,2111,11761,2022,1,252,,Active,,,http://www.redfin.com/NC/Hillsborough/207-N-Nash-St-27278/home/176160924,TMLS,2402899,N,Y,36.0772481,-79.1114267
MLS Listing,,Single Family Residential,207 Britt St,Smithfield,NC,27577-3101,249900,4,3.0,Johnston,2285,10890,1963,1,109,,Active,,,http://www.redfin.com/NC/Smithfield/207-Britt-St-27577/home/43729334,TMLS,2402898,N,Y,35.5254893,-78.360556
MLS Listing,,Single Family Residential,5421 Neuse Run Ct,Raleigh,NC,27616,240000,3,2.0,Perry Creek,1303,8276,1995,1,184,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/5421-Neuse-Run-Ct-27616/home/41211747,TMLS,2402897,N,Y,35.8795718,-78.539532
MLS Listing,,Single Family Residential,1925 Autumn Shade Dr,Apex,NC,27523,1120000,5,4.5,Wake,4048,15681,2021,1,277,60,Active,,,http://www.redfin.com/NC/APEX/1925-AUTUMN-SHADE-DR-27523/home/168649311,TMLS,2402896,N,Y,35.779488,-78.913333
MLS Listing,,Single Family Residential,201 George Wilton Dr,Clayton,NC,27520,360000,3,3.0,Allens Landing,2346,95396,1998,1,153,,Active,,,http://www.redfin.com/NC/Clayton/201-George-Wilton-Dr-27520/home/43694039,TMLS,2402895,N,Y,35.5563141,-78.5437473
MLS Listing,,Single Family Residential,205 Everland Pkwy,Angier,NC,27501-9080,334900,3,2.5,Greystone Crossing,2478,22651,2007,1,135,42,Pre On-Market,,,http://www.redfin.com/NC/Angier/205-Everland-Pkwy-27501/home/43742888,TMLS,2402894,N,Y,35.5242921,-78.6049817
MLS Listing,,Single Family Residential,704 White Daisies Ct,Raleigh,NC,27610,335000,3,2.5,Wtrford Landing,1654,11761,1994,1,203,,Active,,,http://www.redfin.com/NC/Raleigh/704-White-Daisies-Ct-27610/home/41203210,TMLS,2402892,N,Y,35.784047,-78.5443684
MLS Listing,,Single Family Residential,121 Edgegrove Ln,Holly Springs,NC,27540,635000,6,4.0,Wake,3179,7840,2015,1,200,152,Pre On-Market,,,http://www.redfin.com/NC/Holly-Springs/121-Edgegrove-Ln-27540/home/62535534,TMLS,2402890,N,Y,35.6604265,-78.8854783
MLS Listing,,Single Family Residential,9 Moonbeam Dr,Durham,NC,27712,450000,5,4.0,Madison Glen,2987,10018,2015,1,151,40,Active,,,http://www.redfin.com/NC/Durham/9-Moonbeam-Ct-27712/home/43611666,TMLS,2402889,N,Y,36.0943044,-78.9210229
MLS Listing,,Townhouse,2101 Ventana Ln,Raleigh,NC,27604,215000,3,2.5,Spyglass Hills,1388,5227,1998,1,155,120,Active,,,http://www.redfin.com/NC/Raleigh/2101-Ventana-Ln-27604/home/41239576,TMLS,2402875,N,Y,35.8112312,-78.5424051
MLS Listing,,Condo/Co-op,3616 Mill Run Unit N/A,Raleigh,NC,27612,175000,1,1.0,Mill Ridge Condominiums,571,,1983,1,306,166,Active,,,http://www.redfin.com/NC/Raleigh/3616-Mill-Run-27612/unit-N-A/home/176160693,TMLS,2402887,N,Y,35.825365,-78.711451
MLS Listing,,Single Family Residential,96 Heritage Ln,Burlington,NC,27215,485000,4,2.5,Heritage Glen,2674,16117,2021,1,181,8,Active,,,http://www.redfin.com/NC/Burlington/96-Heritage-Ln-27215/home/176111858,AMLSNC,119570,N,Y,36.0213433,-79.4955252
MLS Listing,,Single Family Residential,409 Collington Dr,Mebane,NC,27302,294900,4,2.5,Collington Farms,2527,7840,2007,1,117,24,Active,,,http://www.redfin.com/NC/Mebane/409-Collington-Dr-27302/home/114628455,TMLS,2402885,N,Y,36.0725311,-79.2623597
MLS Listing,,Single Family Residential,1837 Venezia Way,Apex,NC,27502,830000,5,4.5,Bella Casa,4200,10454,2013,1,198,77,Pre On-Market,,,http://www.redfin.com/NC/Apex/1837-Venezia-Way-27502/home/52295769,TMLS,2402884,N,Y,35.7144243,-78.9135526
MLS Listing,,Single Family Residential,3208 Terrel Mill Rd,Raleigh,NC,27616,315000,3,2.5,Willow Lake,1725,10890,1997,1,183,,Pre On-Market,August-28-2021 12:00 PM,August-28-2021 04:00 PM,http://www.redfin.com/NC/Raleigh/3208-Terrel-Mill-Rd-27616/home/41226129,TMLS,2402883,N,Y,35.8697038,-78.5025634
MLS Listing,,Condo/Co-op,1321 Park Glen Dr #303,Raleigh,NC,27610,115000,2,2.0,Park Glen,912,,1986,1,126,150,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/1321-Park-Glen-Dr-27610/unit-303/home/41165063,TMLS,2402882,N,Y,35.7990972,-78.6090199
MLS Listing,,Single Family Residential,161 S Ridge Dr,Garner,NC,27529-7670,240000,3,2.0,South Ridge,1365,32234,1998,1,176,,Active,,,http://www.redfin.com/NC/Garner/161-S-Ridge-Dr-27529/home/43724611,TMLS,2402880,N,Y,35.5929818,-78.5491603
MLS Listing,,Single Family Residential,253 Shea Ct,Burlington,NC,27253,270000,3,2.0,Alamance,1681,7405,2008,1,161,110,Active,,,http://www.redfin.com/NC/Graham/253-Shea-Ct-27253/home/114844124,TMLS,2402879,N,Y,36.0515712,-79.4028859
MLS Listing,,Single Family Residential,8216 Plum Bush Ct,Willow Spring(s),NC,27504,500000,3,2.0,Stameys Walk,,47044,2005,1,,15,Pre On-Market,,,http://www.redfin.com/NC/Willow-Spring-s/8216-Plum-Bush-CT-27504/home/176160571,TMLS,2402878,N,Y,35.4059,-78.5333
MLS Listing,,Single Family Residential,713 Dorothea Dr,Raleigh,NC,27603,499900,2,1.0,Boylan Heights,1317,8276,1920,1,380,,Pre On-Market,,,http://www.redfin.com/NC/Raleigh/713-Dorothea-Dr-27603/home/41229676,TMLS,2402877,N,Y,35.7713919,-78.6518194
MLS Listing,,Single Family Residential,316 Austin View Blvd,Wake Forest,NC,27587,474900,4,3.0,Austin Creek,3404,9583,2013,1,140,62,Pre On-Market,,,http://www.redfin.com/NC/Wake-Forest/316-Austin-View-Blvd-27587/home/45492043,TMLS,2402876,N,Y,35.9619177,-78.468845
MLS Listing,,Townhouse,29 Daly Ct,Durham,NC,27705,289000,3,2.5,Muirfield Village,1801,4443,2013,1,160,140,Active,,,http://www.redfin.com/NC/Durham/29-Daly-Ct-27705/home/43598832,TMLS,2402874,N,Y,36.062134,-78.927202
MLS Listing,,Single Family Residential,2631 Brighton Bluff Dr,Apex,NC,27539,559000,4,3.5,Brighton Forest,3000,12196,2012,1,186,61,Pre On-Market,,,http://www.redfin.com/NC/Apex/2631-Brighton-Bluff-Dr-27539/home/44530881,TMLS,2402873,N,Y,35.6500835,-78.725877
MLS Listing,,Vacant Land,0 Perdues Rd,Louisburg,NC,27549,400000,,,Franklin,,867715,,1,,,Active,,,http://www.redfin.com/NC/Louisburg/234-Perdues-Rd-27549/home/176160406,TMLS,2402872,N,Y,36.1302384,-78.2479955
MLS Listing,,Single Family Residential,6209 Sweden Dr,Raleigh,NC,27612,365000,3,2.0,Westborough,1360,10280,2001,1,268,,Active,,,http://www.redfin.com/NC/Raleigh/6209-Sweden-Dr-27612/home/41252035,TMLS,2402871,N,Y,35.8665958,-78.7263196
MLS Listing,,Single Family Residential,8720 Oregon Inlet Ct,Raleigh,NC,27603,474900,3,2.5,Rand Meadows,2825,23086,2006,1,168,20,Active,,,http://www.redfin.com/NC/Raleigh/8720-Oregon-Inlet-Ct-27603/home/41292845,TMLS,2402870,N,Y,35.642533,-78.6464119
MLS Listing,,Single Family Residential,105 Grandtree Ct,Cary,NC,27519,425000,4,2.5,Fieldstone Village,1900,14374,1995,1,224,,Active,August-21-2021 01:00 PM,August-21-2021 03:00 PM,http://www.redfin.com/NC/Cary/105-Grandtree-Ct-27519/home/41207589,TMLS,2402869,N,Y,35.7914354,-78.8743348
MLS Listing,,Single Family Residential,188 Worthington Dr,Clayton,NC,27527,395000,4,2.5,Plantation Pointe,2911,17424,2006,1,136,60,Active,August-21-2021 02:00 PM,August-21-2021 04:00 PM,http://www.redfin.com/NC/Clayton/188-Worthington-Ct-27527/home/43717709,TMLS,2402868,N,Y,35.6652054,-78.3817785
MLS Listing,,Condo/Co-op,1431 Collegiate Cir #303,Raleigh,NC,27606,225000,4,4.0,University Commons Lake Pk,1219,,1998,1,185,184,Active,,,http://www.redfin.com/NC/Raleigh/1431-Collegiate-Cir-27606/unit-303/home/41239345,TMLS,2402866,N,Y,35.7620401,-78.6998313
MLS Listing,,Single Family Residential,64 Shire Ct,Zebulon,NC,27597-6694,245000,3,2.0,Buffalo Creek,1170,40946,2003,1,209,,Active,August-21-2021 12:00 PM,August-21-2021 02:00 PM,http://www.redfin.com/NC/Zebulon/64-Shire-Ct-27597/home/43694164,TMLS,2402865,N,Y,35.6879997,-78.3261795
MLS Listing,,Townhouse,3021 Berkeley Springs Pl,Raleigh,NC,27616,239900,2,2.5,Greenbrier,1376,1306,2010,1,174,115,Active,,,http://www.redfin.com/NC/Raleigh/3021-Berkeley-Springs-Pl-27616/home/41327210,TMLS,2402864,N,Y,35.8665897,-78.5917554
MLS Listing,,Single Family Residential,18 Otelia Ct,Lillington,NC,27546,210000,3,2.5,Emilies Crossing,1548,10454,2017,1,136,,Active,,,http://www.redfin.com/NC/Lillington/18-Otelia-Ct-27546/home/130633168,TMLS,2402863,N,Y,35.3930225,-78.8333341
MLS Listing,,Single Family Residential,100 Ottermont Ct,Cary,NC,27613,799000,4,2.5,Preston,3632,13939,1990,1,220,33,Pre On-Market,,,http://www.redfin.com/NC/Cary/100-Ottermont-Ct-27513/home/41183761,TMLS,2402862,N,Y,35.800517,-78.842428
MLS Listing,,Townhouse,1304 Cozart St #236,Durham,NC,27704,229000,3,2.5,Swanns Mill,1560,1219,2013,1,147,163,Active,August-22-2021 02:00 PM,August-22-2021 04:00 PM,http://www.redfin.com/NC/Durham/1304-Cozart-St-27704/unit-236/home/43603919,TMLS,2402861,N,Y,36.060304,-78.8715069
MLS Listing,,Single Family Residential,29 Meeting St,Clayton,NC,27527,415000,3,3.0,Sweetgrass,2109,5662,2017,1,197,220,Pre On-Market,,,http://www.redfin.com/NC/Clayton/29-Meeting-St-27527/home/142937919,TMLS,2402860,N,Y,35.6540207,-78.3522443
