SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,2549 Owens Ct,Chapel Hill,NC,27514,495000,3,3.0,Lake Forest Estates,2161,26136,1974,1,229,,Active,May-5-2019 01:00 PM,May-5-2019 04:00 PM,http://www.redfin.com/NC/Chapel-Hill/2549-Owens-Ct-27514/home/44405716,TMLS,2252330,N,Y,35.9507761,-79.0275898
MLS Listing,,Single Family Residential,706 Oldwyck Dr,Fuquay Varina,NC,27526,339900,4,2.5,Northwyck,2451,16117,2006,1,139,,Active,May-5-2019 02:00 PM,May-5-2019 04:00 PM,http://www.redfin.com/NC/Fuquay-Varina/706-Oldwyck-Dr-27526/home/41213598,TMLS,2252267,N,Y,35.579613,-78.7808915
MLS Listing,,Single Family Residential,1260 Hill Hollow Way,Apex,NC,27523,459900,5,3.0,Sutton Place,2969,8276,2006,1,155,55,Active,May-4-2019 01:00 PM,May-4-2019 04:00 PM,http://www.redfin.com/NC/Apex/1260-Hill-Hollow-Way-27523/home/41309802,TMLS,2252242,N,Y,35.7635633,-78.8655561
MLS Listing,,Single Family Residential,110 Lystra Grant Ct,Chapel Hill,NC,27517,675000,5,4.5,Westfall,4984,26440,2015,1,135,120,Active,,,http://www.redfin.com/NC/Chapel-Hill/110-Lystra-Grant-Ct-27517/home/101682749,TMLS,2252233,N,Y,35.823817,-79.0580174
MLS Listing,,Single Family Residential,10105 Creedmoor Rd,Raleigh,NC,27615,375000,3,3.0,Fox Run,2394,64468,1977,1,157,,Active,,,http://www.redfin.com/NC/Raleigh/10105-Creedmoor-Rd-27615/home/41119877,TMLS,2252209,N,Y,35.930281,-78.684729
MLS Listing,,Single Family Residential,112 Solstice Cir,Cary,NC,27513,285000,3,3.0,Brighton Woods,1622,9583,1992,1,176,,Active,May-4-2019 01:00 PM,May-4-2019 04:00 PM,http://www.redfin.com/NC/Cary/112-Solstice-Cir-27513/home/41194783,TMLS,2251974,N,Y,35.771777,-78.8100136
MLS Listing,,Single Family Residential,2851 Lumber River Trl,Apex,NC,27502,509900,6,4.0,Bella Casa,3724,7840,2016,1,137,67,Active,May-11-2019 01:00 PM,May-11-2019 04:00 PM,http://www.redfin.com/NC/Apex/2851-Lumber-River-Trl-27502/home/105542900,TMLS,2251929,N,Y,35.7172238,-78.91647
MLS Listing,,Single Family Residential,4345 Pickwick Dr,Raleigh,NC,27613-2040,284400,3,2.0,Pickwick Village,1513,11325,1979,1,188,,Active,May-4-2019 01:00 PM,May-4-2019 04:00 PM,http://www.redfin.com/NC/Raleigh/4345-Pickwick-Dr-27613/home/41124993,TMLS,2251860,N,Y,35.8701723,-78.7050808
MLS Listing,,Single Family Residential,4719 Tuliptree Dr,Greensboro,NC,27455,234900,4,2.5,Lake Jeanette - Mary Oaks Manor,,,2017,1,,180,Active,,,http://www.redfin.com/NC/Greensboro/4719-Tuliptree-Dr-27455/home/113422439,Triad MLS,930263,N,Y,36.1429163,-79.810574
MLS Listing,,Single Family Residential,3916 Hulon Dr,Durham,NC,27705,304900,4,2.0,Green Ridge,1728,20168,1972,6,176,,Active,May-4-2019 01:00 PM,May-4-2019 04:00 PM,http://www.redfin.com/NC/Durham/3916-Hulon-Dr-27705/home/43547682,TMLS,2251137,N,Y,35.9707695,-78.9880095
MLS Listing,,Single Family Residential,806 S 1st St,Smithfield,NC,27577,320000,4,3.5,E J Wellons,4073,19602,1952,6,79,,Active,,,http://www.redfin.com/NC/Smithfield/806-S-1st-St-27577/home/43714730,TMLS,2250975,N,Y,35.5026574,-78.3542217
MLS Listing,,Single Family Residential,12504 Tappersfield Ct,Raleigh,NC,27613,375000,3,2.5,Harrington Grove,2334,9583,1991,6,161,19,Active,,,http://www.redfin.com/NC/Raleigh/12504-Tappersfield-Ct-27613/home/41183479,TMLS,2250963,N,Y,35.9320391,-78.7502917
MLS Listing,,Single Family Residential,9204 Tree Meadow Ln,Raleigh,NC,27603-9269,255000,3,3.0,South Meadow,2075,35719,1988,7,123,,Active,,,http://www.redfin.com/NC/Raleigh/9204-Tree-Meadow-Ln-27603/home/41178598,TMLS,2250655,N,Y,35.6229666,-78.6459243
MLS Listing,,Single Family Residential,3901 Rustic Mill Dr,Apex,NC,27539,375000,3,2.5,Rustic Mill,2657,26136,2003,7,141,,Active,,,http://www.redfin.com/NC/Apex/3901-Rustic-Mill-Dr-27539/home/41295326,TMLS,2250629,N,Y,35.6800666,-78.7664038
MLS Listing,,Single Family Residential,3941 Heritage View Trl,Wake Forest,NC,27587,424900,5,3.0,Heritage,2888,10018,2009,7,147,30,Active,,,http://www.redfin.com/NC/Wake-Forest/3941-Heritage-View-Trl-27587/home/41325157,TMLS,2250600,N,Y,35.939837,-78.4928863
MLS Listing,,Single Family Residential,169 Abercrombie Rd,Wake Forest,NC,27587,200000,3,2.0,Remington Woods,1406,11761,1990,8,142,,Active,,,http://www.redfin.com/NC/Wake-Forest/169-Abercrombie-Rd-27587/home/41164230,TMLS,2250350,N,Y,35.9897754,-78.5110412
MLS Listing,,Single Family Residential,1208 Formal Garden Way,Raleigh,NC,27603,450000,5,4.0,Renaissance Park,3216,10018,2013,13,140,77,Active,,,http://www.redfin.com/NC/Raleigh/1208-Formal-Garden-Way-27603/home/44594975,TMLS,2249796,N,Y,35.7392668,-78.6586226
MLS Listing,,Single Family Residential,104 Buena Vista Dr,Cary,NC,27513,299000,3,2.0,The Ranches,1692,6098,1989,13,177,,Active,,,http://www.redfin.com/NC/Cary/104-Buena-Vista-Dr-27513/home/41178367,TMLS,2249734,N,Y,35.7649641,-78.8200322
MLS Listing,,Single Family Residential,4713 Wildwood St,Raleigh,NC,27612-5728,360000,4,2.5,Brookhaven,2347,34412,1962,14,153,,Active,May-4-2019 01:00 PM,May-4-2019 04:00 PM,http://www.redfin.com/NC/Raleigh/4713-Wildwood-St-27612/home/41078259,TMLS,2249396,N,Y,35.8488633,-78.6843468
MLS Listing,,Single Family Residential,800 Avalon Rd,Durham,NC,27704,284900,3,2.0,Durham,1835,259182,1983,14,155,,Active,,,http://www.redfin.com/NC/Durham/800-Avalon-Rd-27704/home/43566226,TMLS,2249384,N,Y,36.006137,-78.817688
MLS Listing,,Townhouse,1358 Regulator St,Raleigh,NC,27603,275000,3,2.5,Renaissance Park,2192,1742,2009,20,125,81,Active,May-4-2019 01:00 PM,May-4-2019 04:00 PM,http://www.redfin.com/NC/Raleigh/1358-Regulator-St-27603/home/41322884,TMLS,2248496,N,Y,35.7352599,-78.6573079
MLS Listing,,Single Family Residential,219 Billingrath Turn Ln,Cary,NC,27519,550000,5,3.5,Tatton Place,4020,14374,2001,20,137,19,Active,,,http://www.redfin.com/NC/Cary/219-Billingrath-Turn-Ln-27519/home/41250739,TMLS,2248161,N,Y,35.7682267,-78.8577719
MLS Listing,,Single Family Residential,103 Jade Cir,Knightdale,NC,27545,275000,4,2.5,Emerald Pointe,2267,10018,2014,21,121,7,Active,May-5-2019 02:00 PM,May-5-2019 04:00 PM,http://www.redfin.com/NC/Knightdale/103-Jade-Cir-27545/home/59413617,TMLS,2247955,N,Y,35.8148639,-78.4605636
MLS Listing,,Single Family Residential,1269 Westminster Dr,High Point,NC,27262,315000,6,4.0,Emerywood Forest North,,,1989,22,,,Active,,,http://www.redfin.com/NC/High-Point/1269-Westminster-Dr-27262/home/77462051,Triad MLS,926972,N,Y,35.9643674,-80.0416819
MLS Listing,,Vacant Land,80 Patriot Way,Apex,NC,27523,389000,,,Heritage Pointe,,309276,,27,,58,Active,,,http://www.redfin.com/NC/Apex/80-Patriot-Way-27523/home/41365432,TMLS,2246838,N,Y,35.739852,-78.966661
MLS Listing,,Single Family Residential,3521 Massey Ridge Ct,Raleigh,NC,27616,305000,3,2.5,Massey Preserve,2458,5227,2017,27,124,50,Active,,,http://www.redfin.com/NC/Raleigh/3521-Massey-Ridge-Ct-27616/home/109595434,TMLS,2246779,N,Y,35.8664725,-78.5261308
MLS Listing,,Single Family Residential,338 Rhoda Lilley Dr,Fuquay Varina,NC,27526,395999,5,4.0,Brookside,3543,7840,2016,27,112,25,Active,,,http://www.redfin.com/NC/Fuquay-Varina/338-Rhoda-Lilley-Dr-27526/home/108238131,TMLS,2246744,N,Y,35.6049182,-78.7942586
MLS Listing,,Single Family Residential,217 Cardinal Dr,Youngsville,NC,27596,254900,3,3.0,Martindale,1905,127630,1985,28,134,,Active,,,http://www.redfin.com/NC/Youngsville/217-Cardinal-Dr-27596/home/44289868,TMLS,2246508,N,Y,36.0260259,-78.4460694
MLS Listing,,Townhouse,315 E Columbia Pl,Chapel Hill,NC,27516,364900,3,2.5,Columbia Place,2342,3484,1996,28,156,300,Active,,,http://www.redfin.com/NC/Chapel-Hill/315-Columbia-Pl-E-27516/home/44397494,TMLS,2246402,N,Y,35.922842,-79.056835
MLS Listing,,Single Family Residential,320 Briarfield Dr,Apex,NC,27502-7037,489000,5,4.0,Seagroves Farm,3226,9147,2010,28,152,62,Active,,,http://www.redfin.com/NC/Apex/320-Briarfield-Dr-27502/home/41331328,TMLS,2246379,N,Y,35.7314161,-78.8282763
MLS Listing,,Single Family Residential,6712 St John Ct,Raleigh,NC,27616,275000,3,2.5,North College Park,2098,15246,1998,28,131,,Active,,,http://www.redfin.com/NC/Raleigh/6712-St-John-s-Ct-27616/home/41225153,TMLS,2246373,N,Y,35.8720334,-78.5397982
MLS Listing,,Single Family Residential,9033 Tenderfoot Trl,Raleigh,NC,27615,289000,3,2.5,Durant Trails,2142,9147,1990,33,135,25,Active,,,http://www.redfin.com/NC/Raleigh/9033-Tenderfoot-Trl-27615/home/41175998,TMLS,2245457,N,Y,35.9028095,-78.5841604
MLS Listing,,Single Family Residential,8609 Sunflower Meadows Ln,Wake Forest,NC,27587,499000,4,3.5,Kimmon Place,3366,33105,2002,34,148,,Active,,,http://www.redfin.com/NC/Wake-Forest/8609-Sunflower-Meadows-Ln-27587/home/41278126,TMLS,2245310,N,Y,36.0191811,-78.5479623
MLS Listing,,Single Family Residential,579 Hudson Woods Rd,Pittsboro,NC,27312-8477,230000,3,2.0,Hocochi Farms,1441,57499,1978,34,160,,Active,,,http://www.redfin.com/NC/Pittsboro/579-Hudson-Woods-Rd-27312/home/146800725,TMLS,2245287,N,Y,35.7673098,-79.0831953
MLS Listing,,Single Family Residential,5120 Kinderston Dr,Holly Springs,NC,27540-9184,375000,4,2.5,Sunset Ridge,2376,18730,1992,35,158,,Active,,,http://www.redfin.com/NC/Holly-Springs/5120-Kinderston-Dr-27540/home/41264796,TMLS,2244977,N,Y,35.6470213,-78.8047032
MLS Listing,,Single Family Residential,101 Briarfield Dr,Apex,NC,27502-7008,588900,4,3.5,Seagroves Farm,3822,9583,2007,42,154,62,Active,,,http://www.redfin.com/NC/Apex/101-Briarfield-Dr-27502/home/41326672,TMLS,2243753,N,Y,35.7295608,-78.8280615
MLS Listing,,Single Family Residential,2503 Perthshire Ln,Fuquay Varina,NC,27526-5596,309900,4,2.5,Alston Ridge,2300,11761,2014,42,135,46,Active,,,http://www.redfin.com/NC/Fuquay-Varina/2503-Perthshire-Ln-27526/home/59277828,TMLS,2243599,N,Y,35.6248882,-78.8151467
MLS Listing,,Single Family Residential,6831 Windover Dr,Durham,NC,27712-9208,334900,5,3.0,Mistletoe Hills,3223,94133,1973,42,104,,Active,,,http://www.redfin.com/NC/Durham/6831-Windover-Dr-27712/home/43582499,TMLS,2243575,N,Y,36.1294678,-78.9392765
MLS Listing,,Single Family Residential,5700 Manor Plantation Dr,Raleigh,NC,27603-7480,329900,3,2.5,Turner Downs,2476,30492,2002,48,133,32,Active,,,http://www.redfin.com/NC/Raleigh/5700-Manor-Plantation-Dr-27603/home/41263623,TMLS,2242440,N,Y,35.6221298,-78.6757507
MLS Listing,,Single Family Residential,202 Glenmore Rd,Chapel Hill,NC,27516-1137,468000,4,3.0,Parkside,2817,13068,1998,49,166,,Active,,,http://www.redfin.com/NC/Chapel-Hill/202-Glenmore-Rd-27516/home/44402112,TMLS,2242223,N,Y,35.9597884,-79.0603346
MLS Listing,,Single Family Residential,503 Mare Ct,Bahama,NC,27503-9219,429900,4,2.5,Black Horse Run,4286,44169,1993,49,100,65,Active,,,http://www.redfin.com/NC/Bahama/503-Mare-Ct-27503/home/43585939,TMLS,2242077,N,Y,36.1798694,-78.8933045
MLS Listing,,Single Family Residential,10817 Brass Kettle Rd,Raleigh,NC,27614-8404,499900,4,4.5,Brassfield,3875,56192,1987,57,129,21,Active,,,http://www.redfin.com/NC/Raleigh/10817-Brass-Kettle-Rd-27614/home/41160948,TMLS,2240443,N,Y,35.9403928,-78.6499135
MLS Listing,,Single Family Residential,9532 Bells Valley Dr,Raleigh,NC,27617-7604,358000,4,2.5,Dominion Park,2357,10890,1992,57,152,43,Active,,,http://www.redfin.com/NC/Raleigh/9532-Bells-Valley-Dr-27617/home/41169240,TMLS,2240409,N,Y,35.9151942,-78.7371038
MLS Listing,,Townhouse,764 Crabtree Crossing Pkwy,Cary,NC,27513,449000,3,2.5,Preston,2079,2613,1995,62,216,175,Active,,,http://www.redfin.com/NC/Cary/764-Crabtree-Crossing-Pkwy-27513/home/41210840,TMLS,2239482,N,Y,35.8002535,-78.8310074
MLS Listing,,Single Family Residential,3001 Prospect Pkwy,Durham,NC,27703-7988,334900,4,3.5,Brightleaf,2779,6011,2007,63,121,43,Active,,,http://www.redfin.com/NC/Durham/3001-Prospect-Pkwy-27703/home/43609669,TMLS,2239254,N,Y,35.9538434,-78.8123589
MLS Listing,,Single Family Residential,106 Hampton Pines Dr,Morrisville,NC,27560-7546,539900,3,3.0,Preston,2585,6534,1998,72,209,33,Active,,,http://www.redfin.com/NC/Morrisville/106-Hampton-Pines-Dr-27560/home/41222445,TMLS,2237658,N,Y,35.8026154,-78.8283432
MLS Listing,,Single Family Residential,4001 Soaring Talon Ct,Raleigh,NC,27614-9521,738000,4,4.5,Hawks Nest,5509,48787,2005,82,134,100,Active,,,http://www.redfin.com/NC/Raleigh/4001-Soaring-Talon-Ct-27614/home/41115358,TMLS,2236171,N,Y,35.9304544,-78.6483178
MLS Listing,,Single Family Residential,2817 Landon Ridge Dr,New Hill,NC,27562-9309,435000,4,2.5,Wake,3284,9147,2017,105,132,63,Active,,,http://www.redfin.com/NC/New-Hill/2817-Landon-Ridge-Dr-27562/home/144608244,TMLS,2232248,N,Y,35.6813395,-78.9463472
MLS Listing,,Single Family Residential,80 Canopy,Pittsboro,NC,27312,515500,4,3.5,Monterrane,2903,97705,2007,215,178,63,Active,,,http://www.redfin.com/NC/Pittsboro/80-Canopy-27312/home/143140919,TMLS,2217035,N,Y,35.7568544,-79.0868137
Redfin Data,,Single Family Residential,4 Womble Cir,Durham,NC,27705,749000,4,2.5,Durham,2830,18730,1984,6,265,,Pre On-Market,,,http://www.redfin.com/NC/Durham/4-Womble-Cir-27705/home/43535191,Coming Soon,32167,N,Y,35.9781565,-78.9491217
MLS Listing,,Single Family Residential,811 Sanderson Dr,Durham,NC,27704,194999,3,2.0,Horton Hills,1233,18033,1989,1,158,,Active,,,http://www.redfin.com/NC/Durham/811-Sanderson-Dr-27704/home/43570090,TMLS,2252336,N,Y,36.058819,-78.9152323
MLS Listing,,Single Family Residential,2505 Valley Haven Dr,Raleigh,NC,27609,235000,3,2.5,Villages of Tryon,1453,4356,2001,1,162,16,Active,,,http://www.redfin.com/NC/Raleigh/2505-Valley-Haven-Dr-27603/home/41260565,TMLS,2252333,N,Y,35.7426697,-78.6703267
MLS Listing,,Single Family Residential,628 Granite Creek Dr,Rolesville,NC,27571,339900,5,3.0,Granite Falls,2382,12850,2018,1,143,105,Active,,,http://www.redfin.com/NC/Rolesville/628-Granite-Creek-Dr-27571/home/164689016,TMLS,2252331,N,Y,35.9296644,-78.4670839
MLS Listing,,Single Family Residential,2501 Hillsdale Forest Ct,Summerfield,NC,27358,539900,5,4.0,Oxford Glen,,,2016,1,,21,Active,,,http://www.redfin.com/NC/Summerfield/2501-Hillsdale-Forest-Ct-27358/home/94562634,Triad MLS,930695,N,Y,36.2297327,-79.8479246
MLS Listing,,Single Family Residential,205 Trail Of Merlin,Garner,NC,27529,175000,3,2.5,Camelot,1510,15246,1967,1,116,,Active,,,http://www.redfin.com/NC/Garner/205-Trail-of-Merlin-27529/home/41108926,TMLS,2252329,N,Y,35.6789401,-78.5488941
MLS Listing,,Townhouse,6717 Queen Annes Dr,Raleigh,NC,27613-3327,200000,3,2.5,Brittany Woods,1288,1306,1986,1,155,235,Active,,,http://www.redfin.com/NC/Raleigh/6717-Queen-Annes-Dr-27613/home/41171728,TMLS,2252325,N,Y,35.872562,-78.7086209
MLS Listing,,Single Family Residential,517 E Club Blvd,Durham,NC,27704,160000,2,1.0,Durham,945,7448,1950,1,169,,Active,,,http://www.redfin.com/NC/Durham/517-E-Club-Blvd-27704/home/43532854,TMLS,2252323,N,Y,36.0207044,-78.8850361
MLS Listing,,Single Family Residential,14 Loch Ridge Dr,Greensboro,NC,27408,1359000,6,6.5,Provincetown,,,1997,1,,128,Active,,,http://www.redfin.com/NC/Greensboro/14-Loch-Ridge-Dr-27408/home/94642786,Triad MLS,930140,N,Y,36.1143537,-79.7882375
MLS Listing,,Single Family Residential,640 Granite Creek Dr,Rolesville,NC,27571,359900,4,4.0,Granite Falls,2650,13982,2018,1,136,105,Active,,,http://www.redfin.com/NC/Rolesville/640-Granite-Creek-Dr-27571/home/164687801,TMLS,2252321,N,Y,35.9296644,-78.4670839
MLS Listing,,Single Family Residential,1505 Twin Lake Dr,Holly Springs,NC,27540,224000,3,2.0,Twin Lake Farm,1304,29185,1990,1,172,,Active,,,http://www.redfin.com/NC/Holly-Springs/1505-Twin-Lake-Dr-27540/home/41184650,TMLS,2252320,N,Y,35.6043452,-78.8142617
MLS Listing,,Single Family Residential,221 Dressage Ct,Mebane,NC,27302,599900,3,2.5,Scottland Equestrian Estat,3225,217800,2004,1,186,,Active,,,http://www.redfin.com/NC/Mebane/221-Dressage-Ct-27302/home/44421080,TMLS,2252319,N,Y,35.9882841,-79.248617
MLS Listing,,Single Family Residential,4904 Creeks Crossing Rd,Asheboro,NC,27205,198000,3,2.0,Creeks Crossing,,,2019,1,,,Active,,,http://www.redfin.com/NC/Asheboro/4904-Creeks-Crossing-Rd-27205/home/164686973,Triad MLS,930679,N,Y,35.7547253,-79.9693832
MLS Listing,,Single Family Residential,1500 Margrave Dr,Wake Forest,NC,27587,599730,4,4.0,StoneWtr,3555,15681,2019,1,169,100,Active,,,http://www.redfin.com/NC/Wake-Forest/1500-Margrave-DR-27587/home/164686879,TMLS,2252318,N,Y,35.9687,-78.5281
MLS Listing,,Single Family Residential,1085 Tacketts Pond Dr,Raleigh,NC,27614,795000,4,4.5,Ethans Glen,4433,53143,2007,1,179,95,Active,,,http://www.redfin.com/NC/Raleigh/1085-Tacketts-Pond-Dr-27614/home/41294306,TMLS,2252317,N,Y,35.9775974,-78.6712972
MLS Listing,,Single Family Residential,3402 Denada Path,Durham,NC,27707,381000,4,2.5,Forest Brook,2387,8189,2006,1,160,,Active,,,http://www.redfin.com/NC/Durham/3402-Denada-Path-27707/home/43606064,TMLS,2252315,N,Y,35.959326,-78.9456843
MLS Listing,,Single Family Residential,7 Hawthorne Dr,Durham,NC,27712,229000,3,1.5,Huckleberry Heights,1200,20037,1948,1,191,,Active,,,http://www.redfin.com/NC/Durham/7-Hawthorne-Dr-27712/home/43571700,TMLS,2252314,N,Y,36.0464652,-78.966054
MLS Listing,,Townhouse,434 Hofman Ct,Cary,NC,27519,249000,3,3.5,Camden TH at Cary Park,1800,1306,2016,1,138,195,Active,,,http://www.redfin.com/NC/Cary/434-Hofman-Ct-27519/home/109589593,TMLS,2252312,N,Y,35.8264591,-78.8961674
MLS Listing,,Single Family Residential,17 Scooter Cir,Four Oaks,NC,27524,179400,3,2.0,Johnston,1433,26658,2019,1,125,,Active,,,http://www.redfin.com/NC/Four-Oaks/17-Scooter-CIR-27524/home/164686405,TMLS,2252311,N,Y,35.4644477962536,-78.4668145238037
MLS Listing,,Single Family Residential,107 Trellingwood Dr,Morrisville,NC,27560,1995000,4,4.5,Preston,6994,27442,1991,1,285,33,Active,,,http://www.redfin.com/NC/Morrisville/107-Trellingwood-Dr-27560/home/41244457,TMLS,2252310,N,Y,35.80027,-78.8222927
MLS Listing,,Single Family Residential,1133 Crystalwater Dr,Fuquay Varina,NC,27526-5238,317000,4,3.0,Morgan Creek,2383,9147,2013,1,133,28,Active,,,http://www.redfin.com/NC/Fuquay-Varina/1133-Crystal-Water-Dr-27526/home/44548957,TMLS,2252309,N,Y,35.5690769,-78.7850966
MLS Listing,,Single Family Residential,15713 Creedmoor Rd,Creedmoor,NC,27522-9576,229900,3,2.0,Wake,1950,59677,1971,1,118,,Active,,,http://www.redfin.com/NC/Creedmoor/15713-Creedmoor-Rd-27522/home/41106089,TMLS,2252308,N,Y,36.0754688,-78.6938726
MLS Listing,,Single Family Residential,2159 Emerald Ln,Franklinton,NC,27525,309900,4,3.0,Starmount Forest,2350,43995,2019,1,132,,Active,,,http://www.redfin.com/NC/Franklinton/2159-Emerald-Ln-27525/home/162820074,TMLS,2252307,N,Y,36.1255032,-78.5548961
MLS Listing,,Single Family Residential,6117 Watsonia Dr,Zebulon,NC,27597,260705,4,2.5,Wake,2546,6098,2019,1,102,55,Active,,,http://www.redfin.com/NC/Zebulon/6117-Watsonia-Dr-27597/home/160910544,TMLS,2252303,N,Y,35.50552,-78.19362
MLS Listing,,Townhouse,1636 Brook Fern Way,Raleigh,NC,27609,174900,2,2.5,Brook Forest,1194,871,2004,1,146,70,Active,,,http://www.redfin.com/NC/Raleigh/1636-Brook-Fern-Way-27609/home/41282041,TMLS,2252302,N,Y,35.8481515,-78.6094935
MLS Listing,,Single Family Residential,113 Buttermilk Way,Apex,NC,27502,319900,3,2.5,Hollands Crossing,2083,11761,2001,1,154,31,Active,,,http://www.redfin.com/NC/Apex/113-Buttermilk-Way-27502/home/41244757,TMLS,2252301,N,Y,35.7263235,-78.9105466
MLS Listing,,Single Family Residential,808 Bass Landing Pl,Greensboro,NC,27455,695000,4,4.0,Northern Shores,,,2000,1,,61,Active,,,http://www.redfin.com/NC/Greensboro/808-Bass-Landing-Pl-27455/home/94589349,Triad MLS,930492,N,Y,36.1576188,-79.804875
MLS Listing,,Vacant Land,3602 Lewiston Rd,Greensboro,NC,27410,150000,,,Greensboro,,,,1,,,Active,,,http://www.redfin.com/NC/Greensboro/3602-Lewiston-Rd-27410/home/70500893,Triad MLS,930687,N,Y,36.133366,-79.8935599
MLS Listing,,Single Family Residential,1505 Guinness Dr,McLeansville,NC,27301,185000,3,3.0,Longmorn Village,,,2005,1,,20,Active,,,http://www.redfin.com/NC/McLeansville/1505-Guinness-Dr-27301/home/94570508,Triad MLS,930663,N,Y,36.0536005,-79.6650115
MLS Listing,,Single Family Residential,1609 Hobbs Rd,Greensboro,NC,27410,335000,4,2.5,Forest Valley,,,1965,1,,,Active,,,http://www.redfin.com/NC/Greensboro/1609-Hobbs-Rd-27410/home/94622840,Triad MLS,930645,N,Y,36.1017263,-79.8438766
MLS Listing,,Townhouse,312 Riverwalk Cir,Cary,NC,27511-7250,215000,2,2.0,Riverwalk,1316,1306,1990,1,163,160,Active,,,http://www.redfin.com/NC/Cary/312-Riverwalk-Cir-27511/home/41189541,TMLS,2252300,N,Y,35.7644111,-78.8007313
MLS Listing,,Single Family Residential,667 Whitmore Rd,Hurdle Mills,NC,27541,415000,3,2.5,Person,2824,202118,2004,1,147,,Active,,,http://www.redfin.com/NC/Hurdle-Mills/667-Whitmore-Rd-27541/home/44436795,TMLS,2252299,N,Y,36.2920585,-79.0730014
MLS Listing,,Condo/Co-op,7116 C Longstreet Dr Unit C,Raleigh,NC,27615-6352,95000,3,1.5,Stoney Hollow,1147,,1975,1,83,266,Active,,,http://www.redfin.com/NC/Raleigh/7116-Longstreet-Dr-27615/unit-C/home/41143023,TMLS,2252298,N,Y,35.8754361,-78.6462634
MLS Listing,,Single Family Residential,984 Avondale Dr,Clayton,NC,27520,215000,3,2.0,Creekside Commons,1639,7405,2015,1,131,23,Active,,,http://www.redfin.com/NC/Clayton/984-Avondale-Dr-27520/home/109102556,TMLS,2252297,N,Y,35.6307116,-78.4524521
MLS Listing,,Townhouse,6601 Academic Ave #1057,Raleigh,NC,27616,304000,3,2.5,Wake,2037,3484,2019,1,149,147,Active,May-4-2019 12:00 PM,May-4-2019 05:00 PM,http://www.redfin.com/NC/Raleigh/4904-Atlantic-Ave-27616/unit-1057/home/164684993,TMLS,2252296,N,Y,35.8507936,-78.6002661
MLS Listing,,Single Family Residential,5324 Mallard Grove Dr,Raleigh,NC,27616-6193,214900,3,2.5,Cardinal Grove,1512,8276,1998,1,142,33,Active,May-4-2019 01:00 PM,May-4-2019 03:00 PM,http://www.redfin.com/NC/Raleigh/5324-Mallard-Grove-Dr-27616/home/41232760,TMLS,2252294,N,Y,35.8521739,-78.550935
MLS Listing,,Single Family Residential,2221 Serene Lake Dr,Apex,NC,27539-6257,469900,4,3.5,Wake,3662,26571,2016,1,128,69,Active,May-4-2019 12:00 PM,May-4-2019 02:00 PM,http://www.redfin.com/NC/Apex/2221-Serene-Lake-Dr-27539/home/80212545,TMLS,2252293,N,Y,35.674427,-78.718011
MLS Listing,,Townhouse,4503 Veranda Lake Ct,Greensboro,NC,27409,179000,3,3.0,Piedmont Trace,,,2005,1,,124,Active,,,http://www.redfin.com/NC/Greensboro/4503-Veranda-Lake-Ct-27409/home/94570321,Triad MLS,930516,N,Y,36.0473527,-79.9374473
MLS Listing,,Single Family Residential,4604 Stonewall Dr,Raleigh,NC,27604,255000,4,2.5,Peyton Hall,2557,7840,2007,1,100,44,Active,May-5-2019 01:00 PM,May-5-2019 03:00 PM,http://www.redfin.com/NC/Raleigh/4604-Stonewall-Dr-27604/home/41322228,TMLS,2252291,N,Y,35.8272507,-78.5615605
MLS Listing,,Townhouse,12513 Bellstone Ln,Raleigh,NC,27614,555000,4,4.5,Wakefield,4618,6098,2013,1,120,203,Active,,,http://www.redfin.com/NC/Raleigh/12513-Bellstone-Ln-27614/home/44530446,TMLS,2252290,N,Y,35.954483,-78.563556
MLS Listing,,Single Family Residential,4101 Strader Ct,Summerfield,NC,27358,889000,4,4.5,Strader Woods,,,2017,1,,50,Active,,,http://www.redfin.com/NC/Summerfield/4101-Strader-Ct-27358/home/148305209,Triad MLS,929848,N,Y,36.2006876,-79.8754023
MLS Listing,,Single Family Residential,1210 Tipton St,High Point,NC,27262,59900,2,1.0,,,,1926,1,,,Active,,,http://www.redfin.com/NC/High-Point/1210-Tipton-St-27262/home/94708505,Triad MLS,930662,N,Y,35.9534559,-80.0213429
MLS Listing,,Single Family Residential,4948 Harbour Towne Dr,Raleigh,NC,27604,199000,3,2.0,Hedingham,1330,7405,1990,1,150,46,Active,,,http://www.redfin.com/NC/Raleigh/4948-Harbour-Towne-Dr-27604/home/41183321,TMLS,2252289,N,Y,35.8050767,-78.5507908
MLS Listing,,Single Family Residential,206 Gem Dr,Knightdale,NC,27545,179900,3,2.0,Emerald Pointe,1137,8712,1999,1,158,7,Active,,,http://www.redfin.com/NC/Knightdale/206-Gem-Dr-27545/home/41236942,TMLS,2252283,N,Y,35.811105,-78.4625618
